Instancias,Plantas,Produtos,Periodos,Bin_vars,Setup_time,Setup_cost,Capacidade,Obj_RF_1_0,Time_RF_1_0,Obj_RF_2_0,Time_RF_2_0,Obj_RF_2_1,Time_RF_2_1,Obj_RF_3_0,Time_RF_3_0,Obj_RF_3_1,Time_RF_3_1,Obj_RF_3_2,Time_RF_3_2,Obj_RF_4_0,Time_RF_4_0,Obj_RF_4_1,Time_RF_4_1,Obj_RF_4_2,Time_RF_4_2,Obj_RF_4_3,Time_RF_4_3,Obj_RF_6_0,Time_RF_6_0,Obj_RF_6_1,Time_RF_6_1,Obj_RF_6_2,Time_RF_6_2,Obj_RF_6_3,Time_RF_6_3,Obj_RF_6_4,Time_RF_6_4,Obj_RF_6_5,Time_RF_6_5,Obj_RF_T_0,Time_RF_T_0
AAA00_12_2_10,2,10,12,240,high,high,tight,68290.89,1.1,67510.52,1.2599,65709.23,2.13,65838.27,1.62,65845.32,2.4,64952.21,3.9,64805.68,2,64925.89,3.3,64375.05,4.6,64833.15,6.4,65345.74,13.7,64514.48,13.11,64295.11,22.6,64319.82,21.86,64366.38,36.8,64319.82,75.56,63942.18,661.7
AAA00_12_2_60,2,60,12,1440,high,high,tight,472379.31,16.1,433334.46,47.48,423713.01,124.09,426142.19,279.84,421564.17,377.2,417779.57,569.1,421630.53,578.6,417123.55,798.4,416402.46,991,416259.56,1296.6,417894.66,1800.37,416054,1201.15,415807.71,1249,415530.88,1800.52,415498.27,1800.6,415278.54,1800.67,414813.46,1800.3
AAA00_12_2_120,2,120,12,2880,high,high,tight,876917.39,54.6,843590.75,159.71,816913.04,342.47,832288.62,287.66,814518.56,618.6,812510.44,1277.7,820280.76,838.3,810934.95,915.1,810279.67,1286.3,811290.18,1556.3,823765.77,1800.51,809997.06,1201.2,809249.08,1269.9,810278.46,1800.39,825709,1800.42,834880.55,1800.53,808310.31,1800.1
AAA00_12_4_10,4,10,12,480,high,high,tight,119691.81,8.3,117809.59,13.55,116509.12,16.95,117578.09,67.67,116862.76,68.2,116392.07,97.6,117712.97,267.3,116618.89,199.7,116484.48,313,116461.43,507,116811.61,1387.94,116443.66,1200.89,116211.22,1207.6,116074.68,1404.35,116038.75,1591.81,116059.27,1789.57,116655.81,1800.3
AAA00_12_4_60,4,60,12,2880,high,high,tight,675451.58,126,657438.45,514.3758,653962.36,999.84,655104.18,1365.74,651868.1,1500.3,657884.28,1619.6,659076.97,1476.5,657866.56,1400.6,654687.3,1595.5,663515.36,1774.1,659496.4,1800.13,661304.02,1203.93,665208.78,1468.8,668729.13,1800.46,678041.11,1800.33,664365.34,1800.68,677672.79,1800
AAA00_12_4_120,4,120,12,5760,high,high,tight,1378508.91,541.9,1348302.36,1507.02,1351844.3,1569.15,1409877.28,1437.3,1388223.03,1507.1,1425101.58,1727.8,1375250.87,1800.2,1410678.95,1586.6,1441207.23,1800.8,1421506.81,1801.1,1422204.31,1800.46,1414372.85,1204.03,1403336.22,1742.6,1392405.96,1800.51,1391907.71,1800.54,1406391.99,1800.99,1540792.94,1800.9
AAA00_12_6_10,6,10,12,720,high,high,tight,165078.68,16.4,164411.01,46.62,163565.65,80.12,164052.73,433.34,163507.29,435.1,163019.26,562.7,163570.91,1124.1,163090.14,857.6,163085.31,1230.3,163507.95,1464.2,163043.43,1800.26,163058.12,1201.69,163081.69,1246.7,163079.65,1800.23,163154.54,1800.23,162877.99,1800.42,163041.44,1800.1
AAA00_12_6_60,6,60,12,4320,high,high,tight,929526.14,938.5,918245.92,1593.01,925937.03,1699.78,955726.9,1800.48,951153.35,1520.1,971869.7,1800.9,956404.16,1800.5,951489.94,1800.5,946580.87,1800.4,943685.28,1800.8,996592.28,1800.56,988712.81,1213.69,979026.53,1800.2,966130.8,1800.56,956972.99,1800.57,955912.36,1800.5,1245385.3,1800.2
AAA00_12_6_120,6,120,12,8640,high,high,tight,1875964.39,1384.3,1955218.7,1629.08,1929123.87,1714.95,1911833.8,1800.53,1910024.66,1544.5,1913752.95,1801.7,1940171.56,1800.8,1930148.86,1800.8,1926477.54,1800.9,1978278.08,1800.7,2011680.75,1800.29,1985084.95,1297.77,1976411.9,1800.5,1960665.29,1800.9,1980503.16,1800.79,1994435.43,1800.93,2160694.58,1800.3
AAA00_12_15_10,15,10,12,1800,high,high,tight,349972.59,90.1,349259.63,332.64,349190.34,648.57,349471.6,1800.28,349627.15,1569.4,349855.96,1800.6,349430.52,1800.3,349577.57,1793.4,349592.16,1800.6,350181.35,1800.7,349790.7,1800.37,349714.3,1249.41,349716.98,1800.5,350151.01,1800.73,350356.06,1800.45,350645.11,1800.62,349997.95,1800.2
AAA00_12_15_60,15,60,12,10800,high,high,tight,2093364.4,1709.7,2081153.28,1801.24,2096998.67,1801.46,2076202.63,1800.53,2076070.95,1801.6,2181981.69,1801.5,2075048.63,1800.5,2077204.75,1801.1,2117245.62,1801.1,4687167.31,1801.3,2074526.72,1800.44,2196323.23,1800.95,2195332.27,1800.6,2168815.34,1800.71,2135697.92,1801.04,4452018.28,1800.97,2241473.82,1800.3
AAA00_12_15_120,15,120,12,21600,high,high,tight,4762026.57,1689.5,5337866.12,1801.7,5468190.47,1803.82,5660808.49,1800.81,5444836.9,1802.6,5365038.24,1803.4,5848272.42,1801.7,5211115.52,1801.2,5933095.59,1801.3,9533259.52,1803,9600589.96,1800.56,5426093.39,1800.71,5637274.4,1800.9,9314034.3,1801.44,10299622.84,1801.26,10158400.99,1801.61,4777295.26,1800.7
AAA00_12_20_10,20,10,12,2400,high,high,tight,460665.16,243.8,460325.17,1157.38,460307.71,1361.45,460186.82,1652.1,460121.89,1588.1,461061.06,1800.9,460759.87,1800.3,460747.23,1800.4,460741.72,1800.4,461490.22,1800.7,460935.29,1800.41,461090.24,1288.09,461092.14,1800.3,461609.02,1800.3,460890.55,1800.52,462421.93,1800.48,461068.66,1800.2
AAA00_12_20_60,20,60,12,14400,high,high,tight,2722406.61,1803.6,2684122.78,1801.62,3093150.3,1802.27,3262344.32,1800.98,2902697.05,1801.7,6245105.37,1803.4,2727337.18,1801.4,3162240.36,1800.9,3266453.91,1801.5,6111197.24,1802.7,3365743.02,1800.44,3542348.1,1801.81,3409102.03,1801.4,3716755.11,1800.61,6281659.8,1800.86,6517515.28,1801.36,3802903.47,1800.3
AAA00_12_20_120,20,120,12,28800,high,high,tight,9661002.99,1803.2,11184308.85,1801.3,6685422.9,1802.76,11826262.9,1800.96,12383647.23,1801.4,7067091.02,1803.8,11810913.16,1800.8,6847318.64,1800.7,12792720.77,1801.2,12440952.05,1803.3,13509206.62,1800.44,7639168.11,1801.02,13257175.77,1801.3,13264416.3,1800.83,13784506.64,1800.95,13745011.7,1801.91,8710715.65,1800.5
AAA01_12_2_10,2,10,12,240,high,high,tight,68247.66,1.3,67838.98,1.45,67277.85,4.96,68355.42,1.48,67283.91,2.2,66812.98,4.4,67032.09,2.5,67274.16,4.3,66796.35,5.7,66964.1,7.3,67401.51,3.86,66745.41,9.04,66654.58,8.8,66654.58,5.91,66653.18,26.79,66653.18,34.91,66653.18,104.6
AAA01_12_2_60,2,60,12,1440,high,high,tight,468878.55,15,426198.14,53.41,410328.35,124.4,416488.69,143.8,404554.03,219.3,402364.28,472.6,408441.9,483.4,402446.89,452.9,400898.55,869.4,400495.63,999.8,406035.42,1616.52,400743.96,1200.34,400389.86,1219.8,399733.05,1738.08,399587.94,1800.39,399647.11,1653.76,399767.92,1800
AAA01_12_2_120,2,120,12,2880,high,high,tight,908758.32,39.1,836204.33,80.8746,815485.83,403.38,827816.78,623.43,810348.77,600.1,807966.43,1410.7,824523.14,632.9,808875.4,954.9,805535.85,1267.1,805568,1633.4,820861.95,1800.43,806281.91,1201.57,805248.69,1294.5,817067.72,1764.57,805320.11,1800.43,823646.9,1800.69,804630.73,1800.1
AAA01_12_4_10,4,10,12,480,high,high,tight,127883.78,10.9,125498.85,28.03,123666.1,24.51,123326.7,156.58,122563.04,128.2,122193.22,156,122710.21,624.1,122511.17,451.5,122047.77,582.7,121979.96,762.2,122796.73,1610.98,122073.74,1200.97,122055.49,1208.4,122068.2,1716.73,122114.86,1800.41,122149.18,1800.61,122154.38,1800.1
AAA01_12_4_60,4,60,12,2880,high,high,tight,688383.66,159.7,669677.41,681.11,664209.29,1150.09,666071.64,1478.33,663747.99,1484.2,669208.13,1633.3,675721.2,1386.3,671578.68,1416,669091.91,1800.4,676588.82,1800.7,676581.91,1800.12,681726.17,1204.21,684232.89,1800.3,689638.38,1800.22,693257.64,1800.64,688347.8,1800.47,742120.6,1800
AAA01_12_4_120,4,120,12,5760,high,high,tight,1431259.57,1055.7,1373142.38,1459.76,1394718.2,1639.06,1434705.97,1526.25,1407347.84,1506.5,1430071.39,1732.4,1396412.05,1800.3,1601612.13,1430,1521123.34,1800.7,1485223.13,1801.2,1496738.33,1800.34,1484144.63,1204.95,1465782.74,1800.7,1503037.54,1800.57,1568732.5,1800.58,1451778.5,1801.56,1932375.77,1801.2
AAA01_12_6_10,6,10,12,720,high,high,tight,175588.88,26.6,173049.28,97.73,173354.08,159.46,173488.4,483.88,173115.72,692.2,172823.59,861.4,173002.66,1555.7,172777.23,1096.9,172905.65,1506.3,172854.63,1583.3,172753.81,1800.64,173169.41,1203.17,172774.28,1368.6,172889.36,1800.18,172868.09,1800.35,172935.15,1800.82,174299.61,1800
AAA01_12_6_60,6,60,12,4320,high,high,tight,955442.7,1117.3,958943.23,1679,953162.59,1715.64,969276.85,1800.49,995429.09,1568.4,968929.86,1800.5,981040.08,1800.2,975961.82,1800.3,1031504.68,1800.6,988925.61,1800.9,998659.78,1800.27,1010701.58,1222.99,999334.6,1800.2,989966.77,1800.3,1055982.89,1800.53,989221.56,1800.87,1259047.29,1800.5
AAA01_12_6_120,6,120,12,8640,high,high,tight,1921331.57,1646.8,1971489.99,1586.12,1943780.65,1734.78,1995087.23,1800.46,1967991.66,1535.1,1940663.8,1801.2,1955999.23,1800.7,1940485.83,1800.9,1948316.74,1801,1937432.31,1800.9,2027804.87,1800.6,2000221.62,1237.95,1986304.77,1800.5,1964747.93,1800.82,1945779.28,1800.26,2108358.78,1800.56,2634466.84,1800.3
AAA01_12_15_10,15,10,12,1800,high,high,tight,362453.41,136.3,361559.19,1261.5029,361317.47,1273.18,361995.62,1800.36,361921.9,1800.5,362622.19,1800.5,362104.85,1800.2,361816.1,1800.3,362193.39,1800.3,363923.35,1800.6,362738.99,1800.15,362927.52,1348.36,362395.18,1800.2,362500.95,1800.17,362855.86,1800.43,363520.93,1800.96,362666.51,1800.1
AAA01_12_15_60,15,60,12,10800,high,high,tight,2095575.66,1725.6,2090425.41,1800.84,2096157.8,1801.74,2086639.86,1801.11,2086168.16,1801.3,2232799.37,1801.5,2079165.22,1800.9,2108039.61,1800.9,2146343.64,1800.8,2354005.41,1801.2,2080655.88,1800.46,2755234.02,1800.65,2267309.89,1800.6,2962280.79,1801.51,2172415.77,1801.09,3044541.9,1801,2325624.01,1800.2
AAA01_12_15_120,15,120,12,21600,high,high,tight,4677026.56,1688,4941191.69,1801.4661,5156368.77,1802.58,8625413.73,1801.03,5100730.72,1801.1,5445839.88,1802.7,8578162.82,1800.5,5629395.65,1800.9,5508813.83,1801.6,9687562.05,1804.8,10373289.85,1800.44,5804820.25,1801.31,6013745.54,1800.7,10152165.79,1800.42,10593010.32,1800.68,10525034.01,1801.18,6371196.25,1800.2
AAA01_12_20_10,20,10,12,2400,high,high,tight,465064.26,449.8,465558.11,1800.45,466168.95,1800.66,466059.49,1800.35,466441.45,1800.7,467028,1801,466328.54,1800.6,466227,1800.4,466109.03,1800.3,466080.63,1801.8,466840.86,1800.29,466294.78,1800.27,466674.14,1800.2,466788.87,1800.27,466747.61,1801.08,466608.11,1801.68,466358.99,1800.3
AAA01_12_20_60,20,60,12,14400,high,high,tight,2652469.36,1802.9,2657941,1802.01,3267733.6,1802.17,2661737.77,1801.54,3268307.22,1801.7,5767743.76,1803.1,2879246.93,1801.4,2946039.55,1800.8,5679716.87,1801.1,6301303.07,1801.8,3094660.45,1800.77,3416818.02,1800.83,3125405.31,1801,6658797.62,1800.88,6548536.14,1800.95,6498272.85,1801.63,3724992.33,1800.2
AAA01_12_20_120,20,120,12,28800,high,high,tight,9117108.46,1802.7,6880083.47,1801.49,12220476.77,1803.78,11423144.17,1800.85,11671231.11,1801.3,12073482.54,1804.7,11836942.38,1801,12398086.64,1801.3,12828854.98,1801.6,12675558.53,1806.4,12977579.95,1800.7,12110953.17,1800.99,7448766.83,1801.4,13627367.15,1801.04,13515396.03,1801.36,13842199.16,1803.21,8536999.88,1800.6
AAA02_12_2_10,2,10,12,240,high,high,tight,70862.42,1.4,67091.17,1.72,66800.28,3.59,65844.65,3.19,65437.15,4.3,64618.63,6.3,66276.23,4.8,64745.86,11.8,64618.63,9.9,64483.06,24.4,64407.23,9.81,64407.23,24.85,64618.63,17,64407.23,34.09,64407.23,57.3,64407.23,108.7,64407.23,128.4
AAA02_12_2_60,2,60,12,1440,high,high,tight,444984.76,10.2,414310.94,20.2409,401029.31,54.22,407234.31,113.85,398581.1,120.5,396565.98,308.1,407001.87,325.4,397784.43,520.5,396492.13,489.5,395955.59,891.6,401016.59,1427.86,395917.35,1200.52,395569.57,1204.8,395582.31,1285.38,395661.74,1430.24,395642.52,1610.51,395281.66,1800.1
AAA02_12_2_120,2,120,12,2880,high,high,tight,905694.36,21.2,819990.37,89.84,802081.98,318.74,813726.25,347.85,795346.72,562.4,792846.36,1319.6,806887.71,559.9,792691.54,942.4,791028.7,1266.4,790616.14,1507.5,803006.58,1550.19,790103.95,1200.83,788793.47,1235.8,792380.75,1800.28,793250.59,1800.51,798757.67,1800.82,788100.59,1800.1
AAA02_12_4_10,4,10,12,480,high,high,tight,109909.64,4,110079.1,8.3,109891.39,17.62,109806.5,33.05,109478.08,37.2,109208.86,73.4,109333.4,118.9,109250.78,154.3,109254.38,176.9,109311.46,295.2,109087.72,995.68,109038.98,976.89,108937.6,1064.5,109025.26,830.17,109074.45,1057.36,109280.07,1624.32,109469.07,1800.1
AAA02_12_4_60,4,60,12,2880,high,high,tight,700786.05,266.6,666277.95,1065.6293,662748.25,1555.42,661983.95,1565.02,663130.08,1513.7,666198.74,1770.8,663354.34,1800.4,663841.57,1800.3,670103.58,1800.5,688385.58,1800.7,688122.13,1800.18,686055.96,1207.2,679345.03,1800.2,682886.04,1800.82,676982.47,1800.35,687700.23,1800.85,730122.61,1800.2
AAA02_12_4_120,4,120,12,5760,high,high,tight,1410690.52,837.1,1359942.49,1562.6,1361967.29,1504.07,1410246.61,1463.17,1438915.91,1510.6,1397023.6,1784.8,1401943.87,1800.3,1382848.38,1445.3,1407575.42,1801.1,1416850.11,1800.7,1416306.76,1800.22,1410386.58,1208.35,1398876.49,1800.4,1392793.03,1800.63,1411867.86,1800.59,1429763.95,1800.88,1635942.32,1800.9
AAA02_12_6_10,6,10,12,720,high,high,tight,165129.26,22.2,162019.25,92.07,161332.16,116.84,160873.42,373.04,160645.41,362.3,160715.7,466.1,160961.12,805.5,160945.44,921.7,160656.19,823.4,160960.78,1247,161253,1800.25,161398.25,1202.63,161343.34,1260.8,161326.09,1800.45,161217.89,1800.43,161047.89,1800.28,163294.95,1800.1
AAA02_12_6_60,6,60,12,4320,high,high,tight,934997.59,474,931947.6,1522.3941,938164.57,1654.82,943184.55,1728.98,945730.25,1519.3,964933.95,1800.6,959609.95,1800.2,958791.84,1757.4,956403.54,1801,954423.64,1800.7,981447.16,1800.17,987021.52,1225.3,976946.73,1800.5,971096.33,1800.76,967647.78,1800.73,970028.69,1800.52,1077448.17,1800.2
AAA02_12_6_120,6,120,12,8640,high,high,tight,1891574.33,1380.3,2000336.22,1613.07,1966456.14,1751.39,1944531.46,1800.79,1939931.99,1541.1,1984368.27,1801.5,1974158.66,1800.5,1961569.55,1801.2,1953510.03,1801.2,2019276.57,1800.8,2046522.64,1800.34,2021439.25,1295.92,2099254.32,1800.4,1989024.85,1800.58,1986864.66,1800.6,1967302.39,1800.65,2678994.55,1800.6
AAA02_12_15_10,15,10,12,1800,high,high,tight,362311.3,107.6,361275.5,540.98,361163.94,921.85,361202.19,1578.58,360987.66,1452.2,361647.58,1800.7,361204.24,1800.4,360987.18,1795.6,361198.13,1800.6,361516.05,1800.5,361676.83,1800.09,361651.35,1269.16,361451.73,1800.2,361430.7,1800.15,361509.94,1800.18,361806.69,1800.2,361917.55,1800.1
AAA02_12_15_60,15,60,12,10800,high,high,tight,2101369.3,1681.7,2094850.35,1801.0337,2115003.34,1801.32,2088554.87,1801.28,2087649.13,1801,2226171.69,1801.2,2092711.29,1800.6,2088507.74,1800.8,2150070.11,1800.9,2280005.06,1801.9,2089085.51,1800.42,2134960.22,1800.45,2207301.97,1801.2,2187798.71,1800.45,2927236.4,1800.95,3119400.94,1801.5,2344739.69,1801.1
AAA02_12_15_120,15,120,12,21600,high,high,tight,5022867.92,1682.2,5083551.11,1801.29,5339443.32,1803.12,5626071.88,1801.14,5384807.17,1803.8,5568190.99,1802,5552237.59,1801.7,5221779.08,1801.3,5771268.34,1801.2,9632235.54,1805.5,8845868,1800.51,5260976.72,1800.67,9656490.93,1800.7,9144740.59,1800.71,10074866.02,1800.8,8828141.05,1801.01,9940817.17,1800.4
AAA02_12_20_10,20,10,12,2400,high,high,tight,467005.63,235.8,467107.69,1053.56,467175.4,1479.48,467343.75,1800.51,467401.13,1575.9,467463.57,1801,467811.14,1800.3,467574.86,1800.6,467687.23,1800.6,468568.54,1800.9,467406.2,1800.34,467619.07,1249.01,468472.52,1800.3,467912.43,1800.43,468820.95,1800.5,469672.67,1801.37,477098.25,1800.3
AAA02_12_20_60,20,60,12,14400,high,high,tight,2955729.34,1758.7,2680909.63,1801.4,3254685.44,1802.19,2689337.01,1801.6,3311906.05,1801.7,3535205.43,1802.1,2686661.65,1800.9,3102584.89,1801.5,6312191.77,1801.7,6373645.2,1802,3697484.76,1800.96,3346760.55,1800.95,3211146.56,1801,6544398.84,1801.31,6595835.87,1802.06,7038465.19,1803.16,3005493.72,1800.2
AAA02_12_20_120,20,120,12,28800,high,high,tight,6234858.16,1803.3,11468012.71,1801.1,11470313.18,1803.37,6703144.92,1800.98,inf,600.3,12488408.05,1806.7,13270512.42,1800.9,6921414.5,1801.4,12906769.94,1801.7,13152818.27,1803.8,13331731.25,1800.47,7536741.86,1800.84,12863857.79,1801.6,13776122.18,1800.88,13850097.16,1801.57,14337539.3,1802.95,8552586.36,1801.4
AAA03_12_2_10,2,10,12,240,high,high,tight,85409.19,1.3,82730.11,2.0632,81369.42,2.94,83460.53,1.89,83024.57,4.5,82276.9,10.6,81597.07,6.3,81276.58,7,81621.58,10.4,81688,26.5,81928.53,33.51,81742.9,68.52,81654.25,53.6,81296.53,35.34,81470.72,97.4,81049.96,117.07,80630.94,1800
AAA03_12_2_60,2,60,12,1440,high,high,tight,484441.6,11.3,427764.8,22.29,412279.41,99.26,419720.93,124.03,407497.91,222.2,407189.6,618.1,412599.75,403.8,406911.29,538.7,405028.86,885,404601.08,1058.7,408260.06,1031.99,404739.22,1201.52,404153.36,1219.9,403998.18,1383.23,403615.93,1558.07,403303.28,1800.83,403506.96,1800.1
AAA03_12_2_120,2,120,12,2880,high,high,tight,980067.35,46.3,870584.89,159.65,851173.07,312.82,860692.65,220.17,844307.23,767.2,839565.7,1198.9,849852.66,1304.5,841741.44,1036.6,838581.33,1391.9,837937.74,1580.2,849979.33,1800.21,838186.85,1201.39,836735.12,1378.5,835599.52,1800.53,839128.04,1800.45,857956.42,1800.43,840698.19,1800.1
AAA03_12_4_10,4,10,12,480,high,high,tight,115665.17,4.3,115201.66,13.39,115135.81,11.01,114367.59,9.23,114156.05,31.4,114105.14,54.6,114109.52,103.8,113828.21,137.8,113690.38,156.8,113812.46,264.6,114075.04,1224.15,114024.14,1179.89,113611.76,795.9,113730.97,1446.66,113755.03,1356.32,113697.46,1580.61,114307.91,1800.1
AAA03_12_4_60,4,60,12,2880,high,high,tight,702720.23,195.4,682118.61,730.89,674490.2,1394.81,677033.35,1523.01,676017.59,1417.6,682205.81,1607,680998.59,1800.2,683229.07,1398.3,680598.19,1800.4,684983.22,1800.8,693856.26,1800.2,706177.76,1201.18,700845.53,1800.6,689550.48,1800.46,690965.97,1800.32,718279.32,1800.58,768086.64,1800.4
AAA03_12_4_120,4,120,12,5760,high,high,tight,1396841.13,498,1371688.44,1303.76,1383501.02,1573.39,1394648.73,1430.17,1427481.75,1504.9,1425162.34,1731.5,1385090.43,1800.3,1391706.92,1494.7,1410876.73,1800.4,1454998.69,1801.4,1437488.35,1800.26,1432694.99,1208.32,1425403.5,1781.1,1456572.91,1800.64,1513316.29,1800.33,1450251.18,1800.89,1952098.68,1800.3
AAA03_12_6_10,6,10,12,720,high,high,tight,161036.33,12.1,158995.77,28.29,158928.05,53.01,159258.57,199.25,158993.59,175.6,158758.45,346.3,158665.41,758.8,158833.29,881.2,158712.21,781.5,158844.83,971.1,158638.6,1800.55,158521.97,1201.45,158630.5,1230.8,158431.22,1800.23,158431.22,1800.46,158675.66,1800.63,159371.83,1800.2
AAA03_12_6_60,6,60,12,4320,high,high,tight,953067.78,723.9,944265.91,1541.25,960568.39,1692.75,966136.46,1800.21,966624.06,1506.4,967867.24,1800.5,981091.81,1800.1,981881.9,1800.3,970463.74,1800.6,972111.23,1800.7,983652.41,1800.19,1000137.99,1263.99,992825.82,1800.2,982153.37,1800.34,1008972.04,1800.54,1010470.28,1800.64,1217422.56,1800.4
AAA03_12_6_120,6,120,12,8640,high,high,tight,1877439.58,1360.2,1938849.9,1514.54,1928811.27,1667.66,1923558.82,1800.38,1921541.56,1513.8,1956427.8,1801.3,1941330.99,1800.5,1941169.7,1800.6,1925444.63,1800.8,2003060.67,1800.9,1957763.36,1800.34,1948051.14,1211.45,1944016.72,1800.5,1932038.53,1800.34,1926917.74,1800.93,2015588.1,1800.92,2025176.22,1800.3
AAA03_12_15_10,15,10,12,1800,high,high,tight,353896.99,138.8,353207.1,546.07,353364.11,829.15,353277.91,1800.24,353335.96,1467.7,353593.56,1800.5,353332.69,1800.2,353662.69,1800.3,353455.94,1800.3,353903.72,1800.7,354374.57,1800.38,354138.1,1273.46,353798.03,1800.1,354320.74,1800.32,354116.88,1800.31,354769.37,1800.51,354882.24,1800.1
AAA03_12_15_60,15,60,12,10800,high,high,tight,2094218.35,1662.4,2080793.12,1801.11,2077695.17,1801.38,2081846,1800.5,2080891.79,1800.8,2292512.03,1801.9,2080528.2,1800.5,2073221.04,1800.8,2087591.19,1801.2,2340168.53,1801.4,2078518.54,1800.28,2295906.2,1800.83,2201294.9,1801.1,2073329.17,1800.47,2157178.53,1800.9,2984947.72,1801.42,2549225.89,1801.1
AAA03_12_15_120,15,120,12,21600,high,high,tight,4760425.3,1680.8,4592077.09,1801.59,5005312.48,1802.87,4856623.41,1801.4,5072518.56,1801.7,9151029.78,1802.3,4748701.65,1801.2,4968562.43,1800.8,8988052.07,1801.8,9147996.56,1802.3,9441197.16,1800.23,5341313.87,1800.76,8985098.31,1800.6,9214882.66,1800.51,5553036.13,1800.4,9599200.24,1801.41,4629759.76,1800.4
AAA03_12_20_10,20,10,12,2400,high,high,tight,467105.04,282.4,465804.79,1175.44,465838.69,1493.75,465820.1,1800.38,466028.33,1652.8,466804.5,1800.7,466723.22,1800.3,466368.36,1800.3,467186.27,1800.5,467564.9,1800.8,467440.3,1800.23,467104.71,1281.41,467382.48,1800.2,467393.12,1800.33,467615.52,1800.28,468237.55,1800.98,467758.34,1800.5
AAA03_12_20_60,20,60,12,14400,high,high,tight,2663987.47,1727.2,2669206.47,1801.3,3025281.22,1802.09,2668739.92,1801.31,2673373.68,1801,6469243.74,1803.9,2912961.56,1800.8,3318725.92,1801.2,6523873.84,1800.8,6345201.33,1806,3024926.15,1800.97,3344500.44,1800.89,3147561.13,1801.2,6874562.53,1800.75,6678228.3,1800.89,7366623.05,1802.45,3093823.16,1800.4
AAA03_12_20_120,20,120,12,28800,high,high,tight,5776851.29,1721,10561739.67,1801.15,6365933.05,1802.21,6510104.28,1800.6,11870678.58,1801.1,12527293.23,1803.5,12473704.9,1801,6741667.09,1800.6,12674484.48,1801.3,7219570.01,1804.6,13219593.54,1800.36,7101192.58,1800.97,7457564.53,1800.6,13325888.92,1800.82,13391588.94,1801.8,13594023.61,1803.79,7933062.64,1800.7
AAA04_12_2_10,2,10,12,240,high,high,tight,82914.54,1.3,75731.87,1.76,73652.76,3.06,72774.42,2.36,71070.12,3.5,71656.58,9.1,72504.95,8.3,71325.64,16.2,71055.35,34.1,71195.09,80,71377.78,89.17,70785.29,74.27,70654.48,89.5,70590.43,220.26,70686.98,320.43,70522.47,649.45,70151.75,1800.1
AAA04_12_2_60,2,60,12,1440,high,high,tight,491219.45,10.3,455313.29,38.63,440733.59,113.5,448198.87,197.88,436390.41,222.7,435222.7,773.1,441139.58,458.5,436476.83,952.4,433555.1,1050.8,433253.07,1345.5,438222.96,1800.18,433894.59,1200.95,432995.61,1254,432826.62,1800.24,432738.78,1800.43,432958.67,1800.51,433121.07,1800.2
AAA04_12_2_120,2,120,12,2880,high,high,tight,998313.87,40.6,896452.21,101.2,864391.28,277.72,874108.16,462.89,853356.28,509.9,846381.01,1226.8,861985.3,1193.6,848448.56,1203.2,845172.46,1413.4,844023.85,1655,853776.34,1800.21,844130.46,1200.79,842290.56,1271.8,841360.66,1800.13,862326.97,1800.84,859507.38,1800.54,842501.53,1800.1
AAA04_12_4_10,4,10,12,480,high,high,tight,121160.46,4.3,118744.64,9.08,117913.78,18.85,117613.05,30.23,117585.39,30.8,117419.78,66,118248.38,158.6,117312.7,188.8,117293.46,181.2,117198,257,117297.18,705.5,117306.43,803.11,117317.28,798.3,117288.63,881.67,117288.64,1043.59,117260.81,1228.41,118573.22,1800.1
AAA04_12_4_60,4,60,12,2880,high,high,tight,722226.8,285.8,689097.18,998.23,683764.89,1405.5,685928.52,1416.42,683516.74,1502.4,711425.72,1643.6,687562.18,1800.2,686648.75,1405.1,693678.68,1800.3,706636.92,1800.6,693944.24,1800.14,691439.93,1204.44,693105.77,1353.1,706395.09,1800.14,698187.48,1800.15,702109.77,1800.84,732276.19,1800.1
AAA04_12_4_120,4,120,12,5760,high,high,tight,1394710.62,681.8,1350487.06,1160.97,1408422.9,1448.11,1379257.13,1466.42,1414066.78,1468.5,1448362.54,1684.6,1366497.29,1582.6,1376829.38,1386.8,1387186.3,1617,1468574.42,1800.6,1416603.98,1800.24,1432930.86,1204.14,1408791.88,1528.6,1416463.77,1800.4,1448894.73,1800.87,1433502.39,1800.59,1464212.91,1800.6
AAA04_12_6_10,6,10,12,720,high,high,tight,166221.42,7.9,165009.96,13.99,165169.76,45.55,165364.37,56.82,165318.82,67.7,165205.12,140.6,165005.79,195.3,165130.97,347.7,165184.73,414.8,165077.07,710.7,165130.56,1480.89,165217.35,1074.73,165156.3,1232.5,165137.17,1432.9,165114.68,1641.7,165124.9,1800.48,166027.69,1800.1
AAA04_12_6_60,6,60,12,4320,high,high,tight,967813.44,797.3,954232.47,1559,955251.47,1697.06,986308.75,1800.45,974562.49,1517.4,975475.1,1800.5,971778.44,1800.3,985795.92,1800.2,974024.68,1800.3,979702.99,1800.8,999518.53,1800.09,1016467.5,1218.84,1009114.93,1800.2,1002668.02,1800.25,991175.2,1800.27,990964.32,1800.71,1035011.11,1800.2
