Instancias,Plantas,Produtos,Periodos,Bin_vars,Setup_time,Setup_cost,Capacidade,Obj_RF_1_0,Time_RF_1_0,Obj_RF_2_0,Time_RF_2_0,Obj_RF_2_1,Time_RF_2_1,Obj_RF_3_0,Time_RF_3_0,Obj_RF_3_1,Time_RF_3_1,Obj_RF_3_2,Time_RF_3_2,Obj_RF_4_0,Time_RF_4_0,Obj_RF_4_1,Time_RF_4_1,Obj_RF_4_2,Time_RF_4_2,Obj_RF_4_3,Time_RF_4_3,Obj_RF_6_0,Time_RF_6_0,Obj_RF_6_1,Time_RF_6_1,Obj_RF_6_2,Time_RF_6_2,Obj_RF_6_3,Time_RF_6_3,Obj_RF_6_4,Time_RF_6_4,Obj_RF_6_5,Time_RF_6_5,Obj_RF_T_0,Time_RF_T_0
NBA00_12_2_120,2,120,12,2880,high,normal,normal,571694.66,13.9,570774.27,9.88,570404.66,20.67,570457.29,22.24,570106.37,34.4,570006.87,43.5,570083.77,25.3,569954.8,33.2,569860.3,47.9,569846.11,98.6,570105.73,55.06,569993.22,68.09,569861.1,59.7,569841.6,95.78,569841.8,106.81,569834.23,232,569813.09,181.8
NBA00_12_4_10,4,10,12,480,high,normal,normal,88643.71,3.6,88465.13,3.6884,88466.55,4.53,88482.13,5.13,88465.13,8.7,88462.69,11.7,88466.69,8,88429.77,9.2,88431.72,13,88430.98,25.2,88448.03,18.72,88439.61,19.96,88428.28,12.6,88431.17,38.71,88427.64,48.45,88427.64,59.64,88427.06,218.8
NBA00_12_4_60,4,60,12,2880,high,normal,normal,522889.89,25.4,522792.24,15.36,522650.9,33.67,522680.16,16.01,522668.32,40.3,522651.06,57.5,522704.66,33.2,522636.85,46,522614.72,48.2,522635.56,88,522612.12,122.38,522625.86,162.02,522593.66,149.2,522615.12,180.03,522584.29,175.01,522593.09,268.09,522575.81,401.7
NBA00_12_4_120,4,120,12,5760,high,normal,normal,1070838.64,39.7,1070325.56,31.44,1070116.24,46.69,1070107.31,60.4,1070064.51,66.2,1070001.19,90.8,1070150.89,50,1069950.8,92.8,1070032.22,109,1069985.45,129,1069949.47,75.95,1069945.77,73.29,1069896.54,91.1,1069942.46,110.14,1069910.53,144.44,1069892.08,217.76,1069895.05,106.4
NBA00_12_6_10,6,10,12,720,high,normal,normal,131011.04,6.8,130977.31,8.926,130970.13,18.94,130949.14,22.04,130936.36,33.4,130928.94,52.3,130965.74,131.5,130940.01,65.5,130927.45,119.1,130919.17,212.3,130919.17,264.92,130919.17,268.83,130927.45,262.3,130919.17,334.64,130919.17,469.05,130919.17,696.25,130922.81,1800.1
NBA00_12_6_60,6,60,12,4320,high,normal,normal,771839.55,39.6,771741.13,43.88,771630.6,84.37,771548.74,71.83,771559.97,118.8,771516.78,163.6,771475.83,156.2,771487.28,147.3,771440.54,235.9,771470.7,380.2,771426.89,556.31,771431,493.35,771436.14,544.3,771417.84,518.68,771436.12,1090.01,771445.69,877.09,771400.63,1800.6
NBA00_12_6_120,6,120,12,8640,high,normal,normal,1558453.01,83.5,1557934.91,67.75,1558013.67,127.24,1557974.75,78.1,1557717.9,119.1,1557882.45,224.2,1557825.06,122,1557844.06,145.3,1557824.75,132.1,1557758.15,273.5,1557783.84,114.67,1557801.15,174.83,1557752.37,155.1,1557702.79,189.89,1557765.8,212.69,1557699.68,374.74,1557620.94,445
NBA00_12_15_10,15,10,12,1800,high,normal,normal,299219.03,40.3,299156.22,47.8309,299146.36,94.19,299128.43,86.49,299123.24,87.6,299122.42,195.1,299148.38,389.7,299139.83,479.7,299127.75,610.1,299134.51,780.9,299122.13,968.85,299120.09,648.2,299120.18,858.4,299123.57,1259.34,299122.13,1370.43,299138.54,1801.21,299120.82,1800.2
NBA00_12_15_60,15,60,12,10800,high,normal,normal,1819483.82,328.4,1818876.63,336.62,1818770.6,639.04,1818756.25,338.12,1818798.36,498.8,1818631.95,922.8,1818622.13,489.7,1818644.72,519.1,1818602.31,784.9,1819545.19,1235.9,1818539.6,581.17,1818551.24,626.93,1818703.95,614.4,1818533.27,704.78,1818531.49,1140.71,1819316.93,1367.17,1818680.37,526.7
NBA00_12_15_120,15,120,12,21600,high,normal,normal,3651090.37,996.9,3687733.98,1126.29,7759445.29,1570.72,3650324.11,1233.21,3719327.6,1593.8,8099297.83,1661.1,3650388.88,1014.1,3650311.83,1228.7,3723441.78,1398.6,8934676.75,1658.5,3650280.6,1148.86,4265508.22,1106.93,3650233.1,1453.9,3650303.32,1388.32,8542835.05,1585.78,9017551.22,1802.2,3651251.15,1379.4
NBA00_12_20_10,20,10,12,2400,high,normal,normal,400505.45,48.5,400430.13,40.74,400452.84,118.76,400408.75,68.81,400413.6,90.7,400416.31,272.9,400394.95,181.1,400405.25,183.1,400394.95,311.8,400401.7,553.8,400393.24,445.53,400404.03,587.08,400397.03,455.3,400393.24,718.53,400395.89,932.37,400392.74,1632.83,400390.44,1801.4
NBA00_12_20_60,20,60,12,14400,high,normal,normal,2404570.4,796.1,2404352.06,602.01,2404737.76,1225.88,2404180.2,789.13,2404415.4,1107,2600672.84,1563.7,2404149,878.6,2404309.19,965.7,2404616.63,1314.5,2646099.48,1673.8,2404264.97,1069.06,2404219.27,1018.31,2404144.93,1320.7,2404372.62,1543.79,2406932.24,1640.32,2449319.37,1801.52,2404240.72,952.5
NBA00_12_20_120,20,120,12,28800,high,normal,normal,5486627.22,1645.3,5270507.79,1450.22,6623376.72,1779.92,5166984.98,1618.43,5753016.04,1621.1,7074270.24,1805.4,5414789.42,1507.8,5769693.12,1644.1,6138584.76,1801.8,13069758.41,1806,11899838.92,1800.72,5609080.87,1485.75,6138325.68,1801.8,12517083.72,1801.18,6663592.85,1801.75,13926719.38,1802.99,4824827.35,1619.4
NBA01_12_2_10,2,10,12,240,high,normal,normal,48465,0.9,48369.25,1.13,48216.18,1.95,48289.59,0.87,48213.55,3.5,48232.81,5,48319.7,1.3,48234.84,2.1,48232.81,2.7,48192.17,5.7,48205.8,3.26,48207.1,3.16,48209.79,6.6,48192.17,5.81,48192.17,3.81,48207.86,10.87,48192.17,37.8
NBA01_12_2_60,2,60,12,1440,high,normal,normal,280238.1,4.2,279302.85,4.74,278753.81,7.89,279029.54,4.19,278590.97,12.2,278551.8,12.6,278738.97,5.8,278508.83,8.9,278469.61,13.2,278505.65,23.5,278608.05,41.07,278453.67,33.97,278460.43,54.9,278455.72,57.67,278455.64,61.42,278433.62,92.58,278410.69,66.4
NBA01_12_2_120,2,120,12,2880,high,normal,normal,560444.55,9.6,559473.73,8.3391,558872.09,14.09,558888.86,8.84,558667.1,18.5,558670.01,23.7,558835.38,15.7,558610.4,18.8,558551.25,29,558523.95,62.7,558654.92,51.18,558531.06,24.81,558500.1,37.3,558496.26,65.38,558498.1,88,558483.86,92.04,558485.41,97.4
NBA01_12_4_10,4,10,12,480,high,normal,normal,97133.28,2.5,97112.45,4.32,97109,9,97105.11,2.7,97097.09,5.7,97095.11,10.7,97100.18,5.7,97100.69,7.5,97094.06,8.7,97095.11,17.1,97097.29,51.87,97094.06,35.7,97094.06,24.6,97094.06,55.95,97094.06,95.25,97094.06,96.05,97094.06,326.9
NBA01_12_4_60,4,60,12,2880,high,normal,normal,526634.85,18.4,526511.61,19.48,526269.09,36.09,526322.65,19.18,526250.5,52.7,526293.79,72.7,526263.91,33.4,526270.97,55.4,526225.8,56.9,526204.35,81.9,526287.81,255.58,526233.96,201.97,526222.25,199.5,526231.42,299.67,526200.53,276.93,526216.23,404.42,526181.56,727.2
NBA01_12_4_120,4,120,12,5760,high,normal,normal,1093234.96,28.8,1092635.6,56.2247,1092472.69,59.59,1092449.33,54.63,1092358.16,71.4,1092199.22,90.2,1092207.09,133.9,1092140.03,75.1,1092125.35,146.7,1092109.12,212.8,1092173.69,195.26,1092227.84,310.43,1092197,246,1092133.46,345.4,1092157.55,314.39,1092075.84,465.43,1092093.7,355.6
NBA01_12_6_10,6,10,12,720,high,normal,normal,141087.96,4.5,141059.46,8.03,141045.54,13.81,141015.14,7.62,141036.8,9.3,141005.2,26.7,141011.83,21.6,141010.59,22.4,141005.2,35.3,141011.84,80.3,141005.2,61.75,141010.59,95.6,141005.2,90.6,141005.2,128.95,141005.2,163.43,141005.2,268.26,141005.2,277.4
NBA01_12_6_60,6,60,12,4320,high,normal,normal,778326.87,27.8,778187.75,42.09,778112.22,73.8,778032.58,54.76,778089.8,61.1,778039.07,90.3,778066.48,83.3,778094.67,82.4,778007.03,123.7,777995.57,191.5,778008.39,111.15,778000.73,74.77,777992.3,113.2,777984.69,158.93,778014.74,305.66,777987.22,352.93,777986.52,317.8
NBA01_12_6_120,6,120,12,8640,high,normal,normal,1549617.75,95.8,1549003.61,98.82,1548968.26,159.9,1548812.86,135.07,1548879.84,193.1,1548836.91,174.5,1548895.2,124.7,1548830.34,98.3,1548842,153.8,1548807.36,226.7,1548731.47,259.82,1548720.13,261.77,1548757.78,188,1548789.35,347.69,1548774.29,276.54,1548751.88,294.63,1548666.29,575.1
NBA01_12_15_10,15,10,12,1800,high,normal,normal,302126.9,40.1,302049.85,96.43,302045.1,145.39,302045.3,260.97,302046,377.6,302043.58,656.8,302045.36,651.3,302045.26,685.1,302044.91,790.9,302056.94,1110.6,302043.37,1800.25,302042.09,1128.93,302042.57,1279,302043.37,1508.01,302043.9,1800.39,302043.9,1800.49,302047.18,1800.2
NBA01_12_15_60,15,60,12,10800,high,normal,normal,1836507.98,321.9,1835886.41,629.66,1835799.38,944.9,1835651.94,816.61,1835772.17,1348.6,1835670.01,1700.8,1835587.62,1201.9,1835585.72,1262.2,1835718.43,1666.7,1836778.7,1802,1835654.4,1672.12,1836509.68,1252.01,1836035.22,1654.4,1836543.08,1800.75,1836449.85,1801.69,1837084.63,1802.04,1836320.5,1667.8
NBA01_12_15_120,15,120,12,21600,high,normal,normal,3606462.73,798.5,3606385.99,1212.6693,3758235.25,1488.9,3606669.67,1219.6,3783788.06,1282.1,3984609.85,1504.6,3606834.78,1240.1,3606762.56,1200.5,4005836.61,1396.2,8156921.39,1578.7,3606140.87,911.6,3606401.44,810.18,3606361.49,1390.9,3606157.86,1125.09,3606095.17,1254.44,3611397.88,1740.2,3606431.2,906.8
NBA01_12_20_10,20,10,12,2400,high,normal,normal,398618.52,82.3,398540.17,198.15,398547.3,315.89,398531.01,966.22,398546.03,797.7,398530.74,1305.3,398544.68,1457.1,398521.87,1302.3,398533.41,1556.1,398561.35,1800.7,398544.58,1800.22,398565.57,1219.21,398552.79,1800.8,398529.75,1800.57,398536.39,1800.53,398638.18,1800.42,398545.26,1800.3
NBA01_12_20_60,20,60,12,14400,high,normal,normal,2394410.1,1028.1,2394486.24,1141.11,2418432.71,1529.35,2394215.87,1368.85,2395894.19,1673.2,2397937.16,1689.5,2394539.47,1588.3,2394322.31,1438.3,2395937.72,1696.9,5440368.48,1802.6,2394237.86,1801.25,2394114.12,1612.22,2394215.45,1802.3,2394558.92,1801.05,2396004.14,1801.41,2398447.93,1801.69,2396364.91,1600.3
NBA01_12_20_120,20,120,12,28800,high,normal,normal,6100184.94,1684,5392104.86,1605.49,5665410.2,1755.9,9420233.65,1558.41,10671555.56,1662.5,5782084.54,1803.3,5382581.82,1333.6,5772611.53,1610.9,11147146.11,1725,12305104.93,1803.3,4777669.89,1370.42,5686828.08,1513.54,5393129.26,1802.8,10988193.72,1682.43,11113107.1,1778.5,12255350.01,1803.69,4783546.24,852.5
NBA02_12_2_10,2,10,12,240,high,normal,normal,44690.41,1.5,44533.46,1.19,44514.06,1.97,44522.53,1.69,44523.46,1.8,44477.75,2.2,44583.98,1.3,44478.52,1.3,44477.75,4.5,44480.51,5.1,44477.75,3.1,44477.75,7.05,44477.75,4.3,44479.1,7.42,44477.75,6.83,44477.75,23.45,44477.27,40.4
NBA02_12_2_60,2,60,12,1440,high,normal,normal,283562.78,5.9,283329.72,5.0113,283152.42,5.15,283213.64,5.05,283028.78,7.4,283015.95,7.6,283096.89,4.5,282998.37,7.9,283011.32,13.2,282974.94,17.4,282994.52,4.26,283004.89,7.84,283004.73,9.5,282963.39,10.83,282946.26,14.99,282960.04,46.52,282938.54,33.5
NBA02_12_2_120,2,120,12,2880,high,normal,normal,569598.67,12.9,569194.03,12.48,568837.02,13.42,568790.09,16.36,568707.08,20.3,568661.15,22.4,568720.35,15,568617.38,19.5,568606.68,25.9,568580.78,25.2,568649.53,18.98,568615.15,24.09,568593.24,23.1,568543.53,41.26,568551.28,48.47,568541.47,75.97,568523.71,52.9
NBA02_12_4_10,4,10,12,480,high,normal,normal,84212.5,3.6,84214.17,2.3,84191.69,4.27,84199.67,3.28,84189.67,3,84158.26,5,84175.86,3.9,84177.47,2.4,84158.26,6.9,84158.26,6.2,84192.27,4.39,84158.26,7.36,84158.26,4.6,84158.26,8.65,84158.26,7.12,84158.26,17.9,84158.26,25.4
NBA02_12_4_60,4,60,12,2880,high,normal,normal,527640.6,20.2,527392.36,23.39,527323.41,25.04,527329.06,24.55,527238.74,25.7,527176.85,40.1,527235.19,26.3,527183.49,50.5,527177.78,72.8,527172.57,60.4,527182.27,30.83,527196.36,57.01,527171.31,38.8,527159.28,111.2,527162.25,68.16,527151.08,211.65,527147.96,119.3
NBA02_12_4_120,4,120,12,5760,high,normal,normal,1065654.16,23.8,1065113.8,39.4162,1064975.26,35.04,1065001.7,31.01,1064935.98,61.6,1064823.67,49.3,1064843.65,22.8,1064889.51,65.6,1064780.83,50.9,1064787.22,97.5,1064826.4,46.42,1064929.13,32,1064934.59,36.3,1064849.43,38.87,1064773.01,37.11,1064797.46,146.56,1064746.36,39.2
NBA02_12_6_10,6,10,12,720,high,normal,normal,128047.21,5.8,128024.55,10.81,128001.62,12.23,127999.93,17.06,128001.62,19.7,127999.64,47.8,127999.64,35.4,128001.37,105.7,127992.7,124.6,127992.7,176.6,127992.7,194.7,127992.7,223.68,127992.7,276.6,127992.7,448.8,127992.7,422.54,127992.7,1201.25,127992.7,1800.1
NBA02_12_6_60,6,60,12,4320,high,normal,normal,778384.22,19.4,778089.64,27.74,778084.9,37.13,778242.82,28.3,778175.96,36.9,778045.22,55.5,778162.91,44.3,778083.11,36.1,778062.07,67,778075.15,76.1,778049.48,38.62,778109.93,28.19,778059.91,43.4,778051.35,48.76,778055.2,45.77,778043.88,160.59,778022.26,119.5
NBA02_12_6_120,6,120,12,8640,high,normal,normal,1545739.49,67.5,1545562.74,85.98,1545415.59,117.54,1545446.42,69.29,1545297.22,98.7,1545433.85,130.4,1545425.98,80.5,1545281.19,96,1545369.48,106.2,1545250.43,151.1,1545418.25,35.05,1545367.36,52.48,1545314.64,100.5,1545294.19,94.49,1545273.32,88.23,1545317.91,194.83,1545307.56,44.1
NBA02_12_15_10,15,10,12,1800,high,normal,normal,309573.18,44.4,309515.86,81.23,309490.95,107.36,309490.57,268.69,309489.89,301.4,309477.51,575.5,309483.63,473.4,309474.62,541.1,309472.07,735.1,309472.07,955.9,309474.16,1144.29,309476.15,977.62,309474.02,1062.4,309473.38,1484.09,309474.15,1623.19,309524.21,1801.31,309474.17,1800.1
NBA02_12_15_60,15,60,12,10800,high,normal,normal,1833157.7,331.8,1833226.76,441.5882,1833016.74,650.94,1832859.87,888.87,1832922.31,853,1833060.76,1542.4,1832730.91,1305,1832856.56,1411.4,1832699.82,1669.8,1835439.84,1801.7,1832807.45,1468.46,1832974.75,1080.33,1832758.19,1453.9,1832856.24,1801.08,1833530.74,1801.59,1834387.54,1800.84,1835596.32,1800.5
NBA02_12_15_120,15,120,12,21600,high,normal,normal,3747030.86,1350.4,3635082,1050.22,3640012.88,1482.96,3638114.84,1281.13,3639790.52,1221.8,4427162.28,1577.6,3634535.76,976.7,3634443.05,987.9,3634368.29,1061.1,8658499.42,1764.3,3634456.97,447.15,3634410.91,575.42,3634581.64,1098.6,3634606.85,1109.36,7134547.93,1376.51,3704905.43,1763.39,3636791,1609.4
NBA02_12_20_10,20,10,12,2400,high,normal,normal,409457.55,91.9,409356.86,115.63,409359.97,155.41,409335.49,263.22,409339.43,252.4,409340.72,767.3,409337.36,806.1,409334.14,535.1,409336.67,828.4,409350.13,1397.4,409334.02,1156.41,409337.9,947.52,409336.08,1599.1,409335.5,1715.72,409361.58,1800.71,409353.16,1801.29,409334.47,1800.8
NBA02_12_20_60,20,60,12,14400,high,normal,normal,2403858.95,939.7,2403574.73,764.59,2404344.8,1344.91,2403576.08,794.49,2403417.28,991,2615275.11,1666.1,2403392.85,710.5,2403486.53,733.6,2408400,1538.1,2702264.92,1793,2403302.13,1035.86,2403676.98,1464.21,2403528.21,1722.6,2403528.92,1801.99,2407789.09,1801.45,2512401.93,1802.09,2404038.75,1031
NBA02_12_20_120,20,120,12,28800,high,normal,normal,5522397.11,1706.6,4815512.74,1284.71,6468266.77,1715,5146364.2,1304.33,5704405.33,1587.9,6379866.11,1787.3,4815701.68,1042.1,5058572.78,1283.7,5717409.1,1660.8,6919060.7,1805.9,4815744.35,1430.2,5705372.36,1495.22,5367240.15,1738.4,12250652.57,1801.02,12911521.12,1797.96,12983427.6,1802.26,4819568.22,1394
NBA03_12_2_10,2,10,12,240,high,normal,normal,52547.19,1.1,52480.95,0.8026,52227.32,2.12,52306.41,1.09,52180.42,4,52150.95,5.3,52210.94,1.6,52166.58,4.4,52155.97,6.1,52155.97,10.4,52281.29,16.69,52145.98,12.73,52146.54,10.9,52145.98,24.62,52145.98,17.79,52145.98,18.49,52145.78,70.4
NBA03_12_2_60,2,60,12,1440,high,normal,normal,283448.91,3.7,282787.71,3.67,282574.55,8.48,282547.98,4.71,282504.26,13.4,282448.27,15.7,282480.48,8.2,282391.55,14.2,282402.23,20.4,282350.99,31.8,282432.19,18.3,282384.62,13.24,282389.25,20.4,282359.74,41.86,282355.91,33.09,282334.61,46.09,282327.16,65.8
NBA03_12_2_120,2,120,12,2880,high,normal,normal,575150.82,8.7,573808.69,9.74,573189.35,21.25,573189.23,9.13,572985.72,23.1,572818.08,40.6,573234.61,19.9,572869.01,27.3,572793.72,40.8,572702.24,97.1,572764.33,94.73,572736.69,62.4,572730.41,51.1,572662.76,77.59,572681.6,144.99,572646.57,147.23,572660.12,209.1
NBA03_12_4_10,4,10,12,480,high,normal,normal,88878.26,4.6,88830.07,3.4997,88775.29,10.52,88772.95,4.63,88775.29,6.4,88772.95,18.3,88784.05,11.7,88772.95,14.6,88772.95,24.6,88772.95,55.3,88772.95,95.72,88775.29,76.61,88772.95,43.4,88772.95,111.33,88772.95,143.46,88772.95,183.58,88772.95,1199.3
NBA03_12_4_60,4,60,12,2880,high,normal,normal,520490.67,26.2,520152.55,12.38,519990.45,40.99,519983.95,14.08,519889.37,24.9,519887.65,57.2,519995.71,21.7,519948.04,60,519903.82,34.6,519902.29,113.4,519905.21,93.2,519883.16,85.12,519900.13,68.6,519884.35,140.44,519863.05,123.26,519864.43,194.61,519859.09,185.6
NBA03_12_4_120,4,120,12,5760,high,normal,normal,1075867.55,49.1,1075538.95,33.35,1075214.02,85.4,1075314.72,33.94,1075213.35,75.9,1075073.53,191.9,1075174.29,74.5,1075070.98,141.5,1075028.38,174.1,1075056.66,293.1,1075047.86,206.66,1075109.84,136.53,1075027.35,233.1,1075018.82,202.04,1075026.63,386.38,1075033.76,405.5,1074985.97,422.7
NBA03_12_6_10,6,10,12,720,high,normal,normal,128527.94,7.9,128516.1,5.62,128491.01,19.3,128482.05,5.59,128489.15,14.4,128482.05,32.3,128500.13,10.5,128482.05,23.7,128482.05,44.5,128482.05,69.7,128482.05,158.74,128489.15,61.95,128482.05,113.6,128482.05,133.17,128482.05,197.44,128482.05,221.09,128482.05,506.4
NBA03_12_6_60,6,60,12,4320,high,normal,normal,774368.1,36,774186.27,28.93,774128.52,73.62,774149.88,24.65,774114.88,84.6,774038.92,133,774071.75,47.7,774057.47,72.4,774058.33,133.4,774049.33,182.7,774001.24,145.72,774031.54,105.88,774018.84,134.1,774000.02,245.55,774007.88,204.35,774043.71,354.45,774016.88,570.3
NBA03_12_6_120,6,120,12,8640,high,normal,normal,1548302.07,75.3,1547780.26,62.74,1547666.88,156.49,1547665.3,68.59,1547651.76,131.5,1547753.7,295.2,1547586.68,129.8,1547530.01,208.7,1547576.19,137.3,1547440.22,380.1,1547453.53,361.37,1547526.45,267.89,1547490.71,374.3,1547457.31,202.96,1547455.18,397.09,1547433.51,549.05,1547406.73,415.3
NBA03_12_15_10,15,10,12,1800,high,normal,normal,305285.84,49.3,305262.07,64.4219,305247.5,141.53,305244.31,228.24,305234.21,358.4,305237.05,766,305250.13,450,305233.21,754.3,305236.62,757.7,305233.21,1078.3,305237.2,1571.25,305242.73,1039.48,305240.46,1292,305239.65,1800.49,305239.65,1800.32,305245.62,1800.56,305238.68,1800.4
NBA03_12_15_60,15,60,12,10800,high,normal,normal,1818261.66,254.6,1818040.55,166.95,1818011.42,473.32,1817990.07,145.11,1818071.25,426,1818090.57,620.5,1817890.39,251.1,1817888.27,335.4,1817844.36,567.9,1817841.9,852.3,1817698.11,532.86,1817734.72,462.76,1817820.62,641.6,1817763,678.15,1817889.89,622.34,1817811.53,848.28,1817770.61,663.3
NBA03_12_15_120,15,120,12,21600,high,normal,normal,3597032.81,878.6,3596820.95,896.14,4063643.96,1470.68,3596769.46,820.88,3660037.54,1459.9,4114363.78,1513.4,3596590.05,873,3596610.75,994.4,3731374.15,1625.1,4450396.99,1558,3596473.86,818.24,3596516.48,958.85,3596570.77,1220.8,3596629.24,1226.23,3596578.15,1178.86,7816506.28,1700.95,3596939.31,801.9
NBA03_12_20_10,20,10,12,2400,high,normal,normal,399687.65,80.1,399596.85,144.58,399593.24,262.17,399565.3,589.27,399579.87,903.3,399566.71,1286.1,399574.63,1276.4,399565.7,1345.5,399564.56,1460.5,399566.66,1765.1,399565.47,1800.75,399574.39,1252.1,399564.69,1439.4,399570.8,1800.51,399569.34,1800.47,399582.24,1800.66,399564.85,1800.3
NBA03_12_20_60,20,60,12,14400,high,normal,normal,2377444.3,498.4,2376941,572.3,2376895.59,1173.55,2376882.49,791.01,2376810.18,854.5,2886771.94,1458.5,2376799.65,782,2376753.87,1129,2376787.01,1099.2,2501119.19,1468.7,2376740.64,655.17,2376776.38,593.46,2376774.28,745.7,2376740.64,611.7,2376774.7,582.24,2376788.12,1047.81,2377122.55,948.4
NBA03_12_20_120,20,120,12,28800,high,normal,normal,4753025.67,1274,5484302.39,1477.07,5322988.61,1585.84,4752578.15,1153.64,5331713.43,1490,5638919.15,1679.3,4753225.06,1404.1,10536247.38,1633.7,12121513.81,1618.5,11985001.54,1750.7,4753293.71,1296.83,4752715.21,1013.74,4752936.3,1248.9,4752419.47,1432.48,11861457.37,1406.23,12686832.5,1803.19,4793690.75,522.3
NBA04_12_2_10,2,10,12,240,high,normal,normal,48566.87,1,48449.35,0.85,48472.35,0.94,48462.13,1.7,48429.43,1.1,48385.5,1.6,48415.1,2.1,48434.1,1.4,48390.86,3.9,48390.86,3.7,48416.16,2.37,48392.67,2.67,48385.24,1.6,48385.24,1.2,48385.24,1.56,48385.24,7.05,48385.24,6.1
NBA04_12_2_60,2,60,12,1440,high,normal,normal,300690.88,5.3,300200.07,7.31,299898.11,7.59,299943.35,8.4,299784.95,10.3,299813.39,11.9,299836.45,8.4,299832,8.1,299725.2,14.4,299721.17,23.3,299796.62,27.04,299797.85,22.82,299736.24,23.9,299751.2,24.3,299727.92,19.05,299718.67,43.54,299714.24,71.2
NBA04_12_2_120,2,120,12,2880,high,normal,normal,586650.42,9.6,585886.13,11.6204,585543.85,15.8,585575.5,14.32,585363.06,20.2,585295.63,26.3,585410.42,18.1,585297.53,14,585187.03,38.1,585139.67,35,585263.26,36.23,585207.57,44.55,585121.03,46.8,585129.27,47.29,585098.62,64.59,585100.4,88.36,585097.22,71.5
NBA04_12_4_10,4,10,12,480,high,normal,normal,93700.18,4.2,93649.49,4.4454,93644.13,5.21,93633.36,6.11,93636.36,7.4,93614.9,9.9,93616.29,6.6,93637.08,9.5,93613.17,17.1,93613.17,14.7,93614.9,77.87,93615.03,53.59,93613.17,70.4,93613.17,77.4,93613.17,121.67,93613.17,231.66,93613.17,641.4
NBA04_12_4_60,4,60,12,2880,high,normal,normal,542836.22,16.1,542555.38,20.36,542380.85,28.77,542352.46,24.5,542312.03,41.2,542303.26,55.7,542314.32,26.1,542235.53,51.2,542217.05,82.3,542272.56,142.2,542282.35,137.15,542281.21,131.56,542244.27,104.5,542253.76,165.44,542238.86,172.44,542228.7,439.41,542212.55,550.1
NBA04_12_4_120,4,120,12,5760,high,normal,normal,1067449.58,30.6,1066874.83,24.2788,1066745.51,41.79,1066835.83,30.2,1066719.45,59.4,1066712.42,68.7,1066727.73,43.1,1066609.13,38.8,1066636.28,62.6,1066657.52,116.6,1066532.31,115.34,1066586.49,121.24,1066606.64,109.2,1066538.73,154.65,1066574.97,141.1,1066556.29,317.87,1066548.54,97.6
NBA04_12_6_10,6,10,12,720,high,normal,normal,138115.11,4.4,138087.7,6,138058.23,8.85,138059.65,6.63,138054.23,16.2,138049.01,15.2,138070.04,11.6,138047.25,11.9,138047.79,18.4,138046.02,43.1,138046.22,93.06,138050.87,44.87,138046.02,69.3,138046.02,94.94,138047.33,128.86,138046.49,359.16,138046.68,232.8
NBA04_12_6_60,6,60,12,4320,high,normal,normal,793920.19,26.7,793596.43,29.62,793585.48,61.27,793555.47,41.48,793556.61,82.3,793493.61,117.5,793472.43,60.7,793506.71,84.5,793463.05,116.2,793436.03,191.4,793451.91,178.55,793471.03,154.42,793454.16,122.2,793428.97,192.28,793427.66,207.79,793463.49,569.52,793423.97,231.3
NBA04_12_6_120,6,120,12,8640,high,normal,normal,1565038.54,91.6,1564628.74,126.82,1564462.33,150.2,1564560.89,88.21,1564330.95,162.9,1564322,201.3,1564263.99,188.5,1564207.45,139.9,1564254.62,313.9,1564317.17,309.4,1564120.55,403.45,1564207.61,228.89,1564196.77,264.2,1564165.19,541.76,1564186.71,433.09,1564107.52,1362.02,1564104.52,341.5
NBA04_12_15_10,15,10,12,1800,high,normal,normal,322168.66,14.4,322102.97,26.46,322102.97,31.72,322099.46,13.05,322102.85,29.7,322102.16,50.3,322100.97,17.5,322101.42,21.2,322101.42,47.8,322101.42,63.4,322098.77,77.93,322098.77,63.1,322101.42,40.8,322103.79,100.75,322101.63,94.32,322101.63,373.13,322098.77,80.6
NBA04_12_15_60,15,60,12,10800,high,normal,normal,1802034.8,272.9,1801667.03,374.21,1801547.6,529.65,1801431.75,474.53,1801438.7,655,1801478.56,1049.2,1801536.08,628.6,1801552.35,562.2,1801387.13,888.4,1801385.92,1265.6,1801282.12,849.3,1801364,823.74,1801231.75,788.2,1801328.88,1109.2,1801274.61,1363.8,1801417.68,1705.51,1801278.23,844.1
NBA04_12_15_120,15,120,12,21600,high,normal,normal,3638745,963,3642494.93,1342.904,3917182.58,1503.94,3638332.29,1266.68,3640620.81,1482.7,4162324.56,1694.6,3643587.94,1420.2,3640657.97,1418.4,3642373.55,1615.3,8699558.28,1750.2,3637922.52,1288.9,3638083.28,1057.48,3637893.43,1345.5,3637918.13,1232.52,3638130.75,1705.02,8055710.54,1802.96,3670347.22,1337.5
NBA04_12_20_10,20,10,12,2400,high,normal,normal,418681.46,118.5,418590.08,153.88,418579.27,343.28,418607.4,1064.15,418584.85,742.6,418577.03,1436.2,418588.47,1196.8,418583.47,1211.3,418594.67,1630.7,418632.14,1790.2,418602.65,1800.48,418599.48,1218.98,418591.33,1800.5,418596.3,1800.36,418587.78,1800.65,418674.62,1802.17,418649.52,1800.2
